545;lmc;FA;3480196;2022-12-01;ULTRA-FOR-ASTIGMATISM-1;LENS;Ultra for Astigmatism Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6639840
003;lmc;FA;3480197;2022-12-01;ULTRA-FOR-ASTIGMATISM-1;LENS;Ultra for Astigmatism Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6639837
587;lmc;FA;3480203;2022-12-01;MY-DAY-MULTIFOCAL-30;LENS;MyDay multifocal (30);2;23.2;0;23.20;46.40;0;0;46.40;6636579
564;lmc;FA;3480207;2022-12-01;ULTRA-FOR-ASTIGMATISM-1;LENS;Ultra for Astigmatism Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6623582
520;lmc;FA;3480209;2022-12-01;ACUVUE-OASYS-FOR-ASTIGMATISM;LENS;ACUVUE Oasys for Astigmatism (6);4;18.9;0;18.90;75.60;0;0;75.60;6639280
583;lmc;FA;3480212;2022-12-01;BIOFINITY-TORIC-6;LENS;Biofinity Toric (6);2;21.8;0;21.80;43.60;0;0;43.60;6639216
583;lmc;FA;3480234;2022-12-01;PROCLEAR;LENS;Proclear (6);2;9.8;0;9.80;19.60;0;0;19.60;6637664
583;lmc;FA;3480234;2022-12-01;PROCLEAR-TORIC;LENS;Proclear toric (6);2;23;0;23.00;46.00;0;0;46.00;6637664
580;lmc;FA;3480235;2022-12-01;BIOFINITY-TORIC-6;LENS;Biofinity Toric (6);2;21.8;0;21.80;43.60;0;0;43.60;6636671
583;lmc;FA;3480239;2022-12-01;BIOFINITY-TORIC-6;LENS;Biofinity Toric (6);4;21.8;0;21.80;87.20;0;0;87.20;6637666
002;lmc;FA;3480241;2022-12-01;BIOFINITY-TORIC-6;LENS;Biofinity Toric (6);2;21.8;0;21.80;43.60;0;0;43.60;6637424
508;lmc;FA;3480242;2022-12-01;BIOFINITY-MULTIFOCAL;LENS;Biofinity Multifocal (6);2;32.2;0;32.20;64.40;0;0;64.40;6637555
017;lmc;FA;3480243;2022-12-01;BIOFINITY-TORIC-1;LENS;Biofinity Toric Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6639245
531;lmc;FA;3480245;2022-12-01;BIOFINITY-MULTIFOCAL-1;LENS;Biofinity Multifocal Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6637660
002;lmc;FA;3480247;2022-12-01;BIOFINITY-TORIC-1;LENS;Biofinity Toric Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6636942
501;lmc;FA;3480248;2022-12-01;CLARITI-1-DAY-30;LENS;Clariti 1 day (30);12;12.9;0;12.90;154.80;0;0;154.80;6639211
582;lmc;FA;3480249;2022-12-01;BIOFINITY-TORIC-1;LENS;Biofinity Toric Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6637430
551;lmc;FA;3480250;2022-12-01;BIOFINITY-MULTIFOCAL-1;LENS;Biofinity Multifocal Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6636777
503;lmc;FA;3480251;2022-12-01;BIOFINITY-TORIC-1;LENS;Biofinity Toric Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6632044
583;lmc;FA;3480257;2022-12-01;BIOFINITY-MULTIFOCAL-1;LENS;Biofinity Multifocal Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6637781
101;lmc;FA;3480260;2022-12-01;BIOFINITY-TORIC-1;LENS;Biofinity Toric Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6639135
531;lmc;FA;3480261;2022-12-01;BIOFINITY-MULTIFOCAL-1;LENS;Biofinity Multifocal Trial (1);1;0.01;0;0.01;0.01;0;0;0.01;6639779
531;lmc;FA;3480261;2022-12-01;BIOFINITY-TORIC-1;LENS;Biofinity Toric Trial (1);1;0.01;0;0.01;0.01;0;0;0.01;6639779
105;lmc;FA;3480262;2022-12-01;MY-DAY-FOR-ASTIGMATISM-30;LENS;MyDay toric (30);12;18.9;0;18.90;226.80;0;0;226.80;6636768
503;lmc;FA;3480280;2022-12-01;BIOFINITY-TORIC-1;LENS;Biofinity Toric Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6636244
516;lmc;FA;3480281;2022-12-01;BIOFINITY-MULTIFOCAL;LENS;Biofinity Multifocal (6);2;32.2;0;32.20;64.40;0;0;64.40;6642122
580;lmc;FA;3480295;2022-12-01;ACUITIS-30;LENS;Acuitis 1 day SH 30L;2;9.5;0;9.50;19.00;0;0;19.00;6642217
562;lmc;FA;3480296;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE-MULTIFOCAL;LENS;Air Optix Plus Hydraglyde Multifocal (6);1;34.3;0;34.30;34.30;0;0;34.30;6642220
002;lmc;FA;3480300;2022-12-01;PRECISION-1-90;LENS;PRECISION 1 (90);1;43.9;0;43.90;43.90;0;0;43.90;6639397
002;lmc;FA;3480302;2022-12-01;PRECISION-1-TORIC-5;LENS;PRECISION 1 TORIC Trial (5);2;0.01;0;0.01;0.02;0;0;0.02;6640648
012;lmc;FA;3480304;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE;LENS;Air Optix Plus Hydraglyde (6);1;17.6;0;17.60;17.60;0;0;17.60;6639497
012;lmc;FA;3480304;2022-12-01;DAILIES-AQUACOMFORT-PLUS-30;LENS;DAILIES AquaComfort Plus (30);2;11;0;11.00;22.00;0;0;22.00;6639497
012;lmc;FA;3480304;2022-12-01;DAILIES-AQUACOMFORT-PLUS-90;LENS;DAILIES AquaComfort Plus (90);3;29.6;0;29.60;88.80;0;0;88.80;6639497
012;lmc;FA;3480304;2022-12-01;PRECISION-1-30;LENS;PRECISION 1 (30);2;15;0;15.00;30.00;0;0;30.00;6639497
502;lmc;FA;3480307;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE-TORIC-1;LENS;Air Optix plus Hydraglyde for Astigmatism Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6639568
552;lmc;FA;3480309;2022-12-01;DAILIES-TOTAL-1-5;LENS;DAILIES-TOTAL Trial (5);1;0.01;0;0.01;0.01;0;0;0.01;6639286
552;lmc;FA;3480309;2022-12-01;DAILIES-TOTAL-1-FOR-ASTIGMATISM-5;LENS;DAILIES TOTAL 1 For Astigmatism (5);1;0.01;0;0.01;0.01;0;0;0.01;6639286
518;lmc;FA;3480311;2022-12-01;ACUVUE-OASYS-12;LENS;ACUVUE Oasys (12);5;23.5;0;23.50;117.50;0;0;117.50;6623548
502;lmc;FA;3480312;2022-12-01;ACUVUE-OASYS-FOR-ASTIGMATISM-1;LENS;Acuvue Oasys for Astigmatism Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6639567
523;lmc;FA;3480313;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE-TORIC;LENS;Air Optix plus Hydraglyde for Astigmatism (6);2;28.6;0;28.60;57.20;0;0;57.20;6639600
005;lmc;FA;3480315;2022-12-01;AIR-OPTIX-COLORS;LENS;Air Optix Colors (2);2;13.2;0;13.20;26.40;0;0;26.40;6639213
502;lmc;FA;3480316;2022-12-01;PRECISION-1-TORIC-5;LENS;PRECISION 1 TORIC Trial (5);2;0.01;0;0.01;0.02;0;0;0.02;6639566
002;lmc;FA;3480317;2022-12-01;PRECISION-1-TORIC-30;LENS;PRECISION 1 for Astigmatism (30);2;18.4;0;18.40;36.80;0;0;36.80;6639542
105;lmc;FA;3480318;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE-1;LENS;Air Optix Plus Hydraglyde Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6639467
510;lmc;FA;3480319;2022-12-01;FRESHLOOK-ONE-DAY;LENS;FreshLook ONE-DAY COLOR (10);2;8.6;0;8.60;17.20;0;0;17.20;6639872
003;lmc;FA;3480321;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE-TORIC;LENS;Air Optix plus Hydraglyde for Astigmatism (6);1;28.6;0;28.60;28.60;0;0;28.60;6639748
503;lmc;FA;3480322;2022-12-01;ULTRA-6;LENS;Ultra (6);2;18.3;0;18.30;36.60;0;0;36.60;6642265
107;lmc;FA;3480323;2022-12-01;1-DAY-ACUVUE-MOIST-90;LENS;1-Day ACUVUE Moist (90);2;33;0;33.00;66.00;0;0;66.00;6642266
583;lmc;FA;3480324;2022-12-01;BIOFINITY;LENS;Biofinity (6);2;15.4;0;15.40;30.80;0;0;30.80;6642267
114;lmc;FA;3480328;2022-12-01;AIR-OPTIX-COLORS-1;LENS;Air Optix Colors Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6639282
519;lmc;FA;3480329;2022-12-01;1-DAY-ACUVUE-MOIST-10;LENS;1 Day Acuvue Moist Trial (10);1;0.01;0;0.01;0.01;0;0;0.01;6600939
519;lmc;FA;3480329;2022-12-01;1-DAY-ACUVUE-MOIST-FOR-ASTIGMATISM-5;LENS;1 Day Acuvue Moist for Astigmatism Trial (5);1;0.01;0;0.01;0.01;0;0;0.01;6600939
509;lmc;FA;3480330;2022-12-01;ACUVUE-OASYS-MULTIFOCAL-3;LENS;Acuvue Oasys multifocal trial (3);2;0.01;0;0.01;0.02;0;0;0.02;6639004
501;lmc;FA;3480331;2022-12-01;DAILIES-AQUACOMFORT-PLUS-5;LENS;DAILIES AquaComfort Plus Trial (5);3;0.01;0;0.01;0.03;0;0;0.03;6640549
559;lmc;FA;3480332;2022-12-01;DAILIES-TOTAL-1-5;LENS;DAILIES-TOTAL Trial (5);2;0.01;0;0.01;0.02;0;0;0.02;6639781
552;lmc;FA;3480334;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE;LENS;Air Optix Plus Hydraglyde (6);2;17.6;0;17.60;35.20;0;0;35.20;6639498
537;lmc;FA;3480336;2022-12-01;1-DAY-ACUVUE-MOIST-10;LENS;1 Day Acuvue Moist Trial (10);2;0.01;0;0.01;0.02;0;0;0.02;6633841
559;lmc;FA;3480337;2022-12-01;DAILIES-TOTAL-1-5;LENS;DAILIES-TOTAL Trial (5);2;0.01;0;0.01;0.02;0;0;0.02;6639782
508;lmc;FA;3480338;2022-12-01;1-DAY-ACUVUE-MOIST-MULTIFOCAL;LENS;1 Day Acuvue Moist Multifocal (30);2;17.4;0;17.40;34.80;0;0;34.80;6637554
107;lmc;FA;3480342;2022-12-01;1-DAY-ACUVUE-MOIST-MULTIFOCAL-90;LENS;1 Day Acuvue Moist Multifocal (90);2;46;0;46.00;92.00;0;0;92.00;6637259
019;lmc;FA;3480344;2022-12-01;ACUVUE-OASYS-1;LENS;Acuvue Oasys with Hydraclear Plus Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6637321
516;lmc;FA;3480347;2022-12-01;ACUITIS-30;LENS;Acuitis 1 day SH 30L;2;9.5;0;9.50;19.00;0;0;19.00;6642300
012;lmc;FA;3480353;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE;LENS;Air Optix Plus Hydraglyde (6);2;17.6;0;17.60;35.20;0;0;35.20;6642343
012;lmc;FA;3480354;2022-12-01;AIR-OPTIX-COLORS;LENS;Air Optix Colors (2);1;13.2;0;13.20;13.20;0;0;13.20;6642344
528;lmc;FA;3480358;2022-12-01;TRAVEL-KIT-MENICARE-PURE-PROGENT;SOLUTION;Travel Kit Menicare Pure + Progent;1;8.98;0;8.98;8.98;0;0;8.98;6642378
530;lmc;FA;3480359;2022-12-01;BIOFINITY-MULTIFOCAL;LENS;Biofinity Multifocal (6);2;32.2;0;32.20;64.40;0;0;64.40;6642379
541;lmc;FA;3480360;2022-12-01;1-DAY-ACUVUE-MOIST-90;LENS;1-Day ACUVUE Moist (90);3;33;0;33.00;99.00;0;0;99.00;6642380
556;lmc;FA;3480362;2022-12-01;ACUVUE-OASYS-FOR-ASTIGMATISM-1;LENS;Acuvue Oasys for Astigmatism Trial (1);2;0.01;0;0.01;0.02;0;0;0.02;6637559
561;lmc;FA;3480363;2022-12-01;ACUVUE-OASYS-1-DAY-30;LENS;ACUVUE Oasys 1-Day (30);1;16.2;0;16.20;16.20;0;0;16.20;6637261
542;lmc;FA;3480365;2022-12-01;1-DAY-ACUVUE-MOIST-10;LENS;1 Day Acuvue Moist Trial (10);2;0.01;0;0.01;0.02;0;0;0.02;6628437
543;lmc;FA;3480366;2022-12-01;OPHTALMIC-SRT;LENS;Ophtalmic SRT (6);2;28;0;28.00;56.00;0;0;56.00;6641077
110;lmc;FA;3480375;2022-12-01;ACUVUE-OASYS;LENS;ACUVUE Oasys (6);1;13.5;0;13.50;13.50;0;0;13.50;6642454
014;lmc;FA;3480376;2022-12-01;FRESHLOOK-COLORBLENDS;LENS;Freshlook COLORBLENDS (2);1;12;0;12.00;12.00;0;0;12.00;6642455
531;lmc;FA;3480379;2022-12-01;ACUVUE-OASYS-FOR-ASTIGMATISM;LENS;ACUVUE Oasys for Astigmatism (6);4;18.9;0;18.90;75.60;0;0;75.60;6504660
572;lmc;FA;3480381;2022-12-01;ACUVUE-OASYS-FOR-ASTIGMATISM;LENS;ACUVUE Oasys for Astigmatism (6);2;18.9;0;18.90;37.80;0;0;37.80;6605358
571;lmc;FA;3480382;2022-12-01;AIR-OPTIX-COLORS;LENS;Air Optix Colors (2);2;13.2;0;13.20;26.40;0;0;26.40;6609966
012;lmc;FA;3480385;2022-12-01;AIR-OPTIX-COLORS;LENS;Air Optix Colors (2);2;13.2;0;13.20;26.40;0;0;26.40;6629070
101;lmc;FA;3480387;2022-12-01;ACUVUE-OASYS-FOR-ASTIGMATISM;LENS;ACUVUE Oasys for Astigmatism (6);2;18.9;0;18.90;37.80;0;0;37.80;6633989
101;lmc;FA;3480388;2022-12-01;CLARITI-1-DAY-90;LENS;Clariti 1 day (90);8;36;0;36.00;288.00;0;0;288.00;6634297
105;lmc;FA;3480390;2022-12-01;1-DAY-ACUVUE-MOIST-90;LENS;1-Day ACUVUE Moist (90);2;33;0;33.00;66.00;0;0;66.00;6636076
105;lmc;FA;3480390;2022-12-01;ACUITIS-30;LENS;Acuitis 1 day SH 30L;6;9.5;0;9.50;57.00;0;0;57.00;6636076
105;lmc;FA;3480390;2022-12-01;BIOFINITY;LENS;Biofinity (6);2;15.4;0;15.40;30.80;0;0;30.80;6636076
105;lmc;FA;3480390;2022-12-01;BOSTON-SIMPLUS-3x120;SOLUTION;Boston Simplus 3x120ml;1;15.61;0;15.61;15.61;0;0;15.61;6636076
105;lmc;FA;3480390;2022-12-01;FRESHLOOK-COLORBLENDS;LENS;Freshlook COLORBLENDS (2);2;12;0;12.00;24.00;0;0;24.00;6636076
105;lmc;FA;3480390;2022-12-01;FRESHLOOK-ONE-DAY;LENS;FreshLook ONE-DAY COLOR (10);2;8.6;0;8.60;17.20;0;0;17.20;6636076
105;lmc;FA;3480390;2022-12-01;OPTI-FREE-PURE-MOIST-300;SOLUTION;OPTI-FREE puremoist 300ml;1;7.24;0;7.24;7.24;0;0;7.24;6636076
105;lmc;FA;3480390;2022-12-01;OPTI-FREE-PURE-MOIST-90;SOLUTION;OPTI-FREE puremoist 90ml;2;3.47;0;3.47;6.94;0;0;6.94;6636076
105;lmc;FA;3480390;2022-12-01;REGARD-30x7.5;SOLUTION;Regard 30x7.5ml;1;8.16;0;8.16;8.16;0;0;8.16;6636076
105;lmc;FA;3480390;2022-12-01;REGARD-355;SOLUTION;Regard 355ml;1;7.04;0;7.04;7.04;0;0;7.04;6636076
505;lmc;FA;3480392;2022-12-01;DAILIES-AQUACOMFORT-PLUS-MULTIFOCAL-30;LENS;DAILIES AquaComfort Plus Multifocal (30);6;19.6;0;19.60;117.60;0;0;117.60;6637012
003;lmc;FA;3480397;2022-12-01;PROCLEAR-TORIC;LENS;Proclear toric (6);2;23;0;23.00;46.00;0;0;46.00;6639212
526;lmc;FA;3480399;2022-12-01;PRECISION-1-5;LENS;PRECISION 1 Trial (5);2;0.01;0;0.01;0.02;0;0;0.02;6642301
106;lmc;FA;3480401;2022-12-01;ACUVUE-OASYS-1-DAY-90;LENS;ACUVUE Oasys 1-Day (90);2;43.2;0;43.20;86.40;0;0;86.40;6642482
537;lmc;FA;3480402;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE;LENS;Air Optix Plus Hydraglyde (6);4;17.6;0;17.60;70.40;0;0;70.40;6642485
503;lmc;FA;3480405;2022-12-01;BIOFINITY-TORIC-6;LENS;Biofinity Toric (6);1;21.8;0;21.80;21.80;0;0;21.80;6642527
558;lmc;FA;3480408;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE;LENS;Air Optix Plus Hydraglyde (6);1;17.6;0;17.60;17.60;0;0;17.60;6642564
507;lmc;FA;3480412;2022-12-01;ACUVUE-OASYS-FOR-ASTIGMATISM;LENS;ACUVUE Oasys for Astigmatism (6);4;18.9;0;18.90;75.60;0;0;75.60;6642591
550;lmc;FA;3480414;2022-12-01;DAILIES-AQUACOMFORT-PLUS-TORIC-30;LENS;DAILIES AquaComfort Plus Toric (30);2;15.8;0;15.80;31.60;0;0;31.60;6642595
104;lmc;FA;3480415;2022-12-01;ACUVUE-REVITALENS-360;SOLUTION;Acuvue RevitaLens 360ml;1;6.53;0;6.53;6.53;0;0;6.53;6642622
104;lmc;FA;3480415;2022-12-01;OPTI-FREE-EXPRESS-355;SOLUTION;OPTI-FREE Express 355ml;2;5.66;0;5.66;11.32;0;0;11.32;6642622
104;lmc;FA;3480415;2022-12-01;OPTI-FREE-PURE-MOIST-300;SOLUTION;OPTI-FREE puremoist 300ml;1;7.24;0;7.24;7.24;0;0;7.24;6642622
509;lmc;FA;3480419;2022-12-01;ACUITIS-30;LENS;Acuitis 1 day SH 30L;1;9.5;0;9.50;9.50;0;0;9.50;6642662
545;lmc;FA;3480426;2022-12-01;ACUITIS-60;SOLUTION;Acuitis 60ml;2;1;0;1.00;2.00;0;0;2.00;6632190
545;lmc;FA;3480426;2022-12-01;AOSEPT-PLUS-360;SOLUTION;Aosept Plus 360ml;4;8.36;0;8.36;33.44;0;0;33.44;6632190
545;lmc;FA;3480426;2022-12-01;OPTI-FREE-PURE-MOIST-300;SOLUTION;OPTI-FREE puremoist 300ml;2;7.24;0;7.24;14.48;0;0;14.48;6632190
545;lmc;FA;3480426;2022-12-01;PROGENT;SOLUTION;Progent x5;2;8.16;0;8.16;16.32;0;0;16.32;6632190
502;lmc;FA;3480428;2022-12-01;AIR-OPTIX-PLUS-HYDRAGLYDE-MULTIFOCAL;LENS;Air Optix Plus Hydraglyde Multifocal (6);2;34.3;0;34.30;68.60;0;0;68.60;6642740
017;lmc;FA;3480429;2022-12-01;DAILIES-AQUACOMFORT-PLUS-90;LENS;DAILIES AquaComfort Plus (90);1;29.6;0;29.60;29.60;0;0;29.60;6642744
532;lmc;FA;3480433;2022-12-01;BIOFINITY-ENERGYS;LENS;Biofinity Energys (6);4;20.5;0;20.50;82.00;0;0;82.00;6642803
516;lmc;FA;3480437;2022-12-01;1-DAY-ACUVUE-MOIST-MULTIFOCAL;LENS;1 Day Acuvue Moist Multifocal (30);2;17.4;0;17.40;34.80;0;0;34.80;6642836
521;lmc;FA;3480440;2022-12-01;CLARITI-1-DAY-90;LENS;Clariti 1 day (90);2;36;0;36.00;72.00;0;0;72.00;6642866
012;lmc;FA;3480442;2022-12-01;DAILIES-AQUACOMFORT-PLUS-30;LENS;DAILIES AquaComfort Plus (30);2;11;0;11.00;22.00;0;0;22.00;6642868
